GAMEID,DATE,DH,EJECTEE,EJECTEENAME,TEAM,JOB,UMPIRE,UMPIRENAME,INNING,REASON
PIT198006010,06/01/1980, ,younj001,"Joel Youngblood",NYN,P,steld901,"Dick Stello",5,"Obstruction call (Reversed)"
CLE198006040,06/04/1980, ,heatm001,"Mike Heath",OAK,P,hallb901,"Bill Haller",9,"Called third strike"
DET198006040,06/04/1980, ,johnd106,"Darrell Johnson",SEA,M,bremn901,"Nick Bremigan",5,"Fair/foul call"
MIL198006060,06/06/1980, ,andes101,"Sparky Anderson",DET,M,koscg901,"Greg Kosc",7,"Check swing"
SEA198006060,06/06/1980, ,johnd106,"Darrell Johnson",SEA,M,hendt901,"Ted Hendry",8,"Home run call"
CAL198006080,06/08/1980, ,lansc001,"Carney Lansford",CAL,P,clara901,"Al Clark",5,"Call at 2B (Bumped umpire)"
OAK198006080,06/08/1980, ,martb105,"Billy Martin",OAK,M,fordd901,"Dale Ford",2,"Balls and strikes"
NYN198006100,06/10/1980, ,cey-r001,"Ron Cey",LAN,P,kiblj901,"John Kibler",2,"Charging mound"
CAL198006110,06/11/1980, ,browb001,"Bobby Brown",NYA,P,spenf901,"Fred Spenn",10,"Called third strike"
CLE198006130,06/13/1980, ,maucg101,"Gene Mauch",MIN,M,parkd901,"Dallas Parks",9,"HBP non-call"
SLN198006130,06/13/1980, ,concd001,"Dave Concepcion",CIN,P,mcshj901,"John McSherry",6,"Called third strike"
CAL198006140,06/14/1980, ,fregj101,"Jim Fregosi",CAL,M,barnl901,"Larry Barnett",1,"Call in previous game; Pregame meeting"
PHI198006150,06/15/1980, ,colej106,"Jerry Coleman",SDN,M,harrl901,"Lanny Harris",6,"Balls and strikes"
LAN198006170,06/17/1980, ,noled001,"Dickie Noles",PHI,P,willb901,"Bill Williams",5,"Throwing bat on field"
KCA198006180,06/18/1980, ,harrt001,"Toby Harrah",CLE,P,kaisk901,"Ken Kaiser",2,"Balls and strikes"
CHA198006200,06/20/1980, ,broot001,"Tom Brookens",DET,P,pales901,"Steve Palermo",2,"Called third strike (Threw helmet and bat)"
CHA198006200,06/20/1980, ,cowea001,"Al Cowens",DET,P,pales901,"Steve Palermo",11,"Charging mound after ground out"
NYA198006200,06/20/1980, ,guerm101,"Mario Guerrero",OAK,P,malog901,"George Maloney",4,"Called third strike"
CHA198006222,06/22/1980,2,hebnr001,"Richie Hebner",DET,P,pales901,"Steve Palermo",8,"Call at 1B (Threw helmet)"
MIN198006242,06/24/1980,2,hurdc001,"Clint Hurdle",KCA,P,neudj901,"Jerry Neudecker",9,"Call at 1B (Threw helmet)"
CIN198006250,06/25/1980, ,nahob001,"Bill Nahorodny",ATL,P,pryop901,"Paul Pryor",8,"Balls and strikes"
CIN198006250,06/25/1980, ,cox-b103,"Bobby Cox",ATL,M,fiels901,"Steve Fields",8,"Call at 1B"
CAL198006270,06/27/1980, ,mclic101,"Cal McLish",MIL,C,pales901,"Steve Palermo",4,"Unknown reason"
CHN198006270,06/27/1980, ,gomep101,"Preston Gomez",CHN,M,monte901,"Ed Montague",11,"Balk call"
MON198006270,06/27/1980, ,ott-e101,"Ed Ott",PIT,P,fiels901,"Steve Fields",1,"Fair/foul call"
MON198006270,06/27/1980, ,tannc101,"Chuck Tanner",PIT,M,fiels901,"Steve Fields",1,"Fair/foul call"
OAK198006280,06/28/1980, ,boyec102,"Clete Boyer",OAK,C,kunkb101,"Bill Kunkel",9,"Balls and strikes"
HOU198006290,06/29/1980, ,virdb101,"Bill Virdon",HOU,M,harrl901,"Lanny Harris",5,"Balls and strikes"
TOR198006290,06/29/1980, ,browg101,"Gates Brown",DET,C,spenf901,"Fred Spenn",9,"Call at 1B"
KCA198006300,06/30/1980, ,freyj801,"Jim Frey",KCA,M,phild901,"Dave Phillips",6,"Fair/foul call"
KCA198006300,06/30/1980, ,sofir101,"Rick Sofield",MIN,P,clara901,"Al Clark",7,"Call at 3B"
DET198007010,07/01/1980, ,garcd801,"Dave Garcia",CLE,M,shulj901,"John Shulock",6,"Call at 2B"
DET198007020,07/02/1980, ,charj101,"Joe Charboneau",CLE,P,kunkb101,"Bill Kunkel",8,"Throwing tobacco at umpire"
SFN198007030,07/03/1980, ,nortb101,"Bill North",SFN,P,crawj901,"Jerry Crawford",2,"Balls and strikes"
CHA198007040,07/04/1980, ,larut101,"Tony LaRussa",CHA,M,malog901,"George Maloney",5,"Call at HP"
CLE198007040,07/04/1980, ,dybzj001,"Jerry Dybzinski",CLE,P,hendt901,"Ted Hendry",8,"Call at 2B"
NYN198007042,07/04/1980,2,steaj001,"John Stearns",NYN,P,froeb901,"Bruce Froemming",1,"Fighting"
MIL198007050,07/05/1980, ,thomg001,"Gorman Thomas",MIL,P,fordd901,"Dale Ford",3,"Call at 1B"
BAL198007060,07/06/1980, ,weave801,"Earl Weaver",BAL,M,roe-r901,"Rocky Roe",3,"Balls and strikes"
SEA198007110,07/11/1980, ,benij001,"Juan Beniquez",SEA,P,barnl901,"Larry Barnett",4,"Balls and strikes (Threw helmet)"
BOS198007120,07/12/1980, ,burlr001,"Rick Burleson",BOS,P,shulj901,"John Shulock",1,"Call at 1B"
CAL198007120,07/12/1980, ,fregj101,"Jim Fregosi",CAL,M,morrd901,"Dan Morrison",1,"Call at 2B"
HOU198007131,07/13/1980,1,cox-b103,"Bobby Cox",ATL,M,harrl901,"Lanny Harris",3,"Called third strike"
HOU198007132,07/13/1980,2,cox-b103,"Bobby Cox",ATL,M,harrl901,"Lanny Harris",3,"Call at 3B"
HOU198007132,07/13/1980,2,hornb001,"Bob Horner",ATL,P,grege901,"Eric Gregg",4,"Call at 1B"
TEX198007150,07/15/1980, ,corrp102,"Pat Corrales",TEX,M,spenf901,"Fred Spenn",6,"Call at 1B (on pick off)"
CAL198007180,07/18/1980, ,mattb101,"Bobby Mattick",TOR,M,koscg901,"Greg Kosc",3,"Call at 2B"
HOU198007180,07/18/1980, ,willd104,"Dick Williams",MON,M,davis901,"Satch Davidson",11,"Call at 1B"
CHN198007190,07/19/1980, ,buckb001,"Bill Buckner",CHN,P,westj901,"Joe West",7,"Call at 1B"
SLN198007190,07/19/1980, ,nortb101,"Bill North",SFN,P,tatat901,"Terry Tata",5,"Interference call"
BOS198007200,07/20/1980, ,landk001,"Ken Landreaux",MIN,P,malog901,"George Maloney",9,"Catch/trap call"
BOS198007200,07/20/1980, ,maucg101,"Gene Mauch",MIN,M,malog901,"George Maloney",9,"Catch/trap call"
CHN198007210,07/21/1980, ,may-m001,"Milt May",SFN,P,pullf901,"Frank Pulli",7,"Balls and strikes"
CHN198007210,07/21/1980, ,sadem101,"Mike Sadek",SFN,P,pullf901,"Frank Pulli",7,"Balls and strikes"
KCA198007210,07/21/1980, ,portd001,"Darrell Porter",KCA,P,shulj901,"John Shulock",5,"Balls and strikes"
OAK198007210,07/21/1980, ,garcd001,"Damaso Garcia",TOR,P,merrd901,"Durwood Merrill",5,"Called third strike"
OAK198007221,07/22/1980,1,mattb101,"Bobby Mattick",TOR,M,sprim901,"Marty Springstead",-1,"Spitball non-call"
DET198007250,07/25/1980, ,hebnr001,"Richie Hebner",DET,P,neudj901,"Jerry Neudecker",4,"Called third strike"
MON198007250,07/25/1980, ,cedec001,"Cesar Cedeno",HOU,P,fiels901,"Steve Fields",3,"Call at 2B"
SFN198007260,07/26/1980, ,evand001,"Darrell Evans",SFN,P,kiblj901,"John Kibler",8,"Called third strike"
SDN198007280,07/28/1980, ,martj001,"Jerry Martin",CHN,P,tatat901,"Terry Tata",10,"Balls and strikes"
TOR198007280,07/28/1980, ,walll101,"Lee Walls",OAK,C,kunkb101,"Bill Kunkel",-1,"Unknown reason"
PHI198007290,07/29/1980, ,greed101,"Dallas Green",PHI,M,olsea901,"Andy Olsen",6,"Fair/foul call"
TEX198007300,07/30/1980, ,corrp102,"Pat Corrales",TEX,M,fordd901,"Dale Ford",6,"Call at 1B"
TEX198008020,08/02/1980, ,zimmd101,"Don Zimmer",BOS,M,shulj901,"John Shulock",4,"Call at 1B"
DET198008030,08/03/1980, ,johnd106,"Darrell Johnson",SEA,M,fordd901,"Dale Ford",7,"Call at HP"
PIT198008032,08/03/1980,2,colej106,"Jerry Coleman",SDN,M,palld901,"Dave Pallone",3,"Balk call"
CLE198008040,08/04/1980, ,buskt101,"Tom Buskey",TOR,P,hallb901,"Bill Haller",7,"Throwing at batter"
HOU198008040,08/04/1980, ,brisd801,"Dave Bristol",SFN,M,grege901,"Eric Gregg",3,"Ground rule double"
CLE198008050,08/05/1980, ,grifa001,"Alfredo Griffin",TOR,P,kaisk901,"Ken Kaiser",5,"Call at 1B"
DET198008050,08/05/1980, ,bretg001,"George Brett",KCA,P,garcr901,"Rich Garcia",6,"Charging mound after fly out"
ATL198008060,08/06/1980, ,cox-b103,"Bobby Cox",ATL,M,dalej901,"Jerry Dale",9,"Call at 2B (Spit on umpire)"
DET198008060,08/06/1980, ,freyj801,"Jim Frey",KCA,M,koscg901,"Greg Kosc",1,"Balls and strikes"
HOU198008090,08/09/1980, ,winfd001,"Dave Winfield",SDN,P,dalej901,"Jerry Dale",4,"Charging mound"
TOR198008090,08/09/1980, ,otisa001,"Amos Otis",KCA,P,spenf901,"Fred Spenn",9,"Balls and strikes"
CHN198008100,08/10/1980, ,scotr101,"Rodney Scott",MON,P,froeb901,"Bruce Froemming",7,"Balls and strikes"
CHN198008100,08/10/1980, ,martj001,"Jerry Martin",CHN,P,kiblj901,"John Kibler",8,"Bench jockeying (Yelled at opposing pitcher)"
CHN198008100,08/10/1980, ,vailm001,"Mike Vail",CHN,P,froeb901,"Bruce Froemming",9,"Called third strike"
OAK198008101,08/10/1980,1,cruzj002,"Julio Cruz",SEA,P,reedr901,"Rick Reed",5,"Balls and strikes"
DET198008110,08/11/1980, ,zimmd101,"Don Zimmer",BOS,M,mccol901,"Larry McCoy",9,"Check swing"
CLE198008120,08/12/1980, ,alexg101,"Gary Alexander",CLE,P,merrd901,"Durwood Merrill",7,"Balls and strikes"
DET198008130,08/13/1980, ,hebnr001,"Richie Hebner",DET,P,spenf901,"Fred Spenn",2,"Called third strike"
SDN198008150,08/15/1980, ,evanb101,"Barry Evans",SDN,P,crawj901,"Jerry Crawford",7,"Balls and strikes"
SEA198008150,08/15/1980, ,willm102,"Maury Wills",SEA,M,kaisk901,"Ken Kaiser",6,"Warning to both teams"
BAL198008160,08/16/1980, ,weave801,"Earl Weaver",BAL,M,garcr901,"Rich Garcia",7,"Check swing (Threw equipment)"
BAL198008160,08/16/1980, ,robif103,"Frank Robinson",BAL,C,garcr901,"Rich Garcia",7,"Check swing"
KCA198008170,08/17/1980, ,wilsw001,"Willie Wilson",KCA,P,reilm901,"Mike Reilly",2,"Called third strike"
KCA198008170,08/17/1980, ,grifa001,"Alfredo Griffin",TOR,P,malog901,"George Maloney",7,"Call at 2B"
PIT198008172,08/17/1980,2,parrl002,"Larry Parrish",MON,P,davis901,"Satch Davidson",9,"Call at HP"
TEX198008180,08/18/1980, ,willb101,"Bump Wills",TEX,P,mckej901,"Jim McKean",6,"Called third strike"
NYN198008200,08/20/1980, ,torrj101,"Joe Torre",NYN,M,colon901,"Nick Colosi",3,"Obstruction non-call"
NYN198008210,08/21/1980, ,brisd801,"Dave Bristol",SFN,M,olsea901,"Andy Olsen",3,"Demanding lights be turned on"
OAK198008220,08/22/1980, ,pagem001,"Mitchell Page",OAK,P,clara901,"Al Clark",7,"Called third strike (threw bat)"
MON198008230,08/23/1980, ,perkb001,"Broderick Perkins",SDN,P,westj901,"Joe West",8,"Called third strike"
PHI198008230,08/23/1980, ,nortb101,"Bill North",SFN,P,grege901,"Eric Gregg",6,"Call at 3B"
PHI198008240,08/24/1980, ,brisd801,"Dave Bristol",SFN,M,grege901,"Eric Gregg",4,"Call at 2B"
PHI198008240,08/24/1980, ,mcmad102,"Don McMahon",SFN,C,grege901,"Eric Gregg",4,"Call at 2B"
CLE198008250,08/25/1980, ,hassr001,"Ron Hassey",CLE,P,malog901,"George Maloney",7,"Balls and strikes"
PHI198008250,08/25/1980, ,lasot101,"Tom Lasorda",LAN,M,mcshj901,"John McSherry",9,"Fighting"
PHI198008250,08/25/1980, ,russb001,"Bill Russell",LAN,P,mcshj901,"John McSherry",9,"Fighting"
TOR198008260,08/26/1980, ,hower001,"Roy Howell",TOR,P,brinj901,"Joe Brinkman",1,"Balls and strikes"
PIT198008270,08/27/1980, ,ott-e101,"Ed Ott",PIT,P,crawj901,"Jerry Crawford",9,"Balls and strikes (After end of game)"
BAL198008300,08/30/1980, ,bayld001,"Don Baylor",CAL,P,mckej901,"Jim McKean",2,"Called third strike"
BOS198008310,08/31/1980, ,martb105,"Billy Martin",OAK,M,neudj901,"Jerry Neudecker",6,"HBP call"
CHN198008310,08/31/1980, ,ashba001,"Alan Ashby",HOU,P,westj901,"Joe West",4,"Call at 1B (Bumped umpire)"
BOS198009010,09/01/1980, ,fregj101,"Jim Fregosi",CAL,M,merrd901,"Durwood Merrill",7,"Bench jockeying"
BOS198009020,09/02/1980, ,zimmd101,"Don Zimmer",BOS,M,spenf901,"Fred Spenn",6,"Protecting pitcher"
LAN198009030,09/03/1980, ,tavef101,"Frank Taveras",NYN,P,rennd901,"Dutch Rennert",4,"Call at 3B (Reversed; pushed umpire)"
LAN198009030,09/03/1980, ,torrj101,"Joe Torre",NYN,M,rennd901,"Dutch Rennert",4,"Call at 3B (Reversed)"
CHA198009080,09/08/1980, ,willm102,"Maury Wills",SEA,M,johnm901,"Mark Johnson",8,"Balk call"
CHA198009080,09/08/1980, ,andej001,"Jim Anderson",SEA,P,johnm901,"Mark Johnson",11,"Bench jockeying"
CHA198009080,09/08/1980, ,simpj101,"Joe Simpson",SEA,P,johnm901,"Mark Johnson",11,"Call at 1B (Bumped umpire)"
OAK198009080,09/08/1980, ,pagem001,"Mitchell Page",OAK,P,kunkb101,"Bill Kunkel",2,"Called third strike"
PHI198009080,09/08/1980, ,ott-e101,"Ed Ott",PIT,P,crawj901,"Jerry Crawford",9,"Balls and strikes"
CLE198009090,09/09/1980, ,garcd801,"Dave Garcia",CLE,M,brinj901,"Joe Brinkman",6,"Call at 2B"
DET198009100,09/10/1980, ,weave801,"Earl Weaver",BAL,M,pales901,"Steve Palermo",2,"Balls and strikes"
CIN198009120,09/12/1980, ,basgm101,"Monty Basgall",LAN,C,palld901,"Dave Pallone",3,"HBP non-call"
CLE198009120,09/12/1980, ,hassr001,"Ron Hassey",CLE,P,cousd901,"Derryl Cousins",8,"Call at 2B"
CHA198009130,09/13/1980, ,larut101,"Tony LaRussa",CHA,M,spenf901,"Fred Spenn",4,"Call at 1B"
MON198009130,09/13/1980, ,scotr101,"Rodney Scott",MON,P,tatat901,"Terry Tata",9,"Insulting umpire"
MON198009130,09/13/1980, ,willd104,"Dick Williams",MON,M,froeb901,"Bruce Froemming",9,"Ejection of player"
CHN198009160,09/16/1980, ,roarm101,"Mike Roarke",CHN,C,harrl901,"Lanny Harris",-1,"Balls and strikes"
CIN198009160,09/16/1980, ,brisd801,"Dave Bristol",SFN,M,rungp901,"Paul Runge",1,"Balk non-call"
BAL198009170,09/17/1980, ,weave801,"Earl Weaver",BAL,M,hallb901,"Bill Haller",1,"Balk call"
NYA198009170,09/17/1980, ,bailb001,"Bob Bailor",TOR,P,merrd901,"Durwood Merrill",10,"Called third strike"
BOS198009180,09/18/1980, ,garlw101,"Wayne Garland",CLE,P,phild901,"Dave Phillips",7,"Balls and strikes (After removal)"
NYA198009180,09/18/1980, ,jackr001,"Reggie Jackson",NYA,P,cousd901,"Derryl Cousins",6,"Called third strike"
BAL198009190,09/19/1980, ,maybj101,"John Mayberry",TOR,P,pales901,"Steve Palermo",10,"Balls and strikes"
MIL198009230,09/23/1980, ,oglib001,"Ben Oglivie",MIL,P,bremn901,"Nick Bremigan",6,"Called third strike"
PIT198009230,09/23/1980, ,madlb001,"Bill Madlock",PIT,P,tatat901,"Terry Tata",9,"Comments about teammate being fined"
PIT198009230,09/23/1980, ,tannc101,"Chuck Tanner",PIT,M,tatat901,"Terry Tata",9,"Arguing player's ejection"
DET198009240,09/24/1980, ,browg101,"Gates Brown",DET,C,kaisk901,"Ken Kaiser",4,"Threw towel from bench"
ATL198009250,09/25/1980, ,cox-b103,"Bobby Cox",ATL,M,froeb901,"Bruce Froemming",6,"Balls and strikes"
DET198009260,09/26/1980, ,trama001,"Alan Trammell",DET,P,cousd901,"Derryl Cousins",7,"Called third strike"
MIN198009260,09/26/1980, ,washu001,"U L Washington",KCA,P,kaisk901,"Ken Kaiser",7,"Balls and strikes"
SDN198009270,09/27/1980, ,flant001,"Tim Flannery",SDN,P,rungp901,"Paul Runge",3,"Call at 2B"
CHN198009280,09/28/1980, ,tannc101,"Chuck Tanner",PIT,M,crawj901,"Jerry Crawford",6,"Balls and strikes"
CHN198009280,09/28/1980, ,milnj101,"John Milner",PIT,P,harvd901,"Doug Harvey",6,"Bench jockeying"
CHN198009280,09/28/1980, ,parkd001,"Dave Parker",PIT,P,harvd901,"Doug Harvey",6,"Bench jockeying"
PHI198009280,09/28/1980, ,greed101,"Dallas Green",PHI,M,grege901,"Eric Gregg",8,"Call at 1B"
CIN198009300,09/30/1980, ,mcnaj801,"John McNamara",CIN,M,olsea901,"Andy Olsen",3,"Call at 1B"
KCA198009300,09/30/1980, ,honer001,"Rick Honeycutt",SEA,P,kunkb101,"Bill Kunkel",3,"Doctored ball (Sandpaper)"
KCA198009300,09/30/1980, ,willm102,"Maury Wills",SEA,M,kunkb101,"Bill Kunkel",3,"Doctored ball (Sandpaper)"
NYN198010010,10/01/1980, ,torrj101,"Joe Torre",NYN,M,froeb901,"Bruce Froemming",6,"Call at 2B"
TOR198010010,10/01/1980, ,maybj101,"John Mayberry",TOR,P,clara901,"Al Clark",6,"Called third strike"
NYA198010020,10/02/1980, ,andes101,"Sparky Anderson",DET,M,hallb901,"Bill Haller",6,"Ball struck runner"
NYA198010020,10/02/1980, ,kemps001,"Steve Kemp",DET,P,kaisk901,"Ken Kaiser",8,"Called third strike"
CHA198010040,10/04/1980, ,fregj101,"Jim Fregosi",CAL,M,malog901,"George Maloney",5,"Balls and strikes"
CHA198010040,10/04/1980, ,lansc001,"Carney Lansford",CAL,P,malog901,"George Maloney",5,"Balls and strikes"
BOS198104120,04/12/1981, ,lemoc001,"Chet Lemon",CHA,P,brinj901,"Joe Brinkman",1,"Called third strike (Threw bat)"
KCA198104150,04/15/1981, ,parrl001,"Lance Parrish",DET,P,barnl901,"Larry Barnett",9,"Fair/foul call (slammed mask)"
MIL198104160,04/16/1981, ,hargm001,"Mike Hargrove",CLE,P,voltv901,"Vic Voltaggio",9,"Call at 2B"
OAK198104191,04/19/1981,1,randl101,"Lenny Randle",SEA,P,bremn901,"Nick Bremigan",2,"Fighting after knockdown pitch"
TOR198104190,04/19/1981, ,mattb101,"Bobby Mattick",TOR,M,cousd901,"Derryl Cousins",4,"Call at HP"
LAN198104250,04/25/1981, ,tolab101,"Bobby Tolan",SDN,C,tatat901,"Terry Tata",10,"Call at 1B"
MIN198104250,04/25/1981, ,johng101,"Greg Johnston",MIN,P,sprim901,"Marty Springstead",8,"Bench jockeying"
MIL198104270,04/27/1981, ,rodgb102,"Buck Rodgers",MIL,M,reilm901,"Mike Reilly",12,"Call at HP"
BAL198104290,04/29/1981, ,larut101,"Tony LaRussa",CHA,M,koscg901,"Greg Kosc",4,"Non-ejection of opposing player"
BAL198104290,04/29/1981, ,nelsd101,"Dave Nelson",CHA,C,koscg901,"Greg Kosc",5,"Bench jockeying"
MIL198104290,04/29/1981, ,willj107,"Jimy Williams",TOR,C,bremn901,"Nick Bremigan",11,"Balls and strikes"
OAK198104290,04/29/1981, ,carer001,"Rod Carew",CAL,P,kunkb101,"Bill Kunkel",2,"Obstruction call"
CIN198104300,04/30/1981, ,howaf102,"Frank Howard",SDN,M,westj901,"Joe West",7,"Call at 1B"
TEX198104300,04/30/1981, ,zimmd101,"Don Zimmer",TEX,M,voltv901,"Vic Voltaggio",8,"HBP call"
TEX198105010,05/01/1981, ,wilsw001,"Willie Wilson",KCA,P,kunkb101,"Bill Kunkel",1,"Call at 1B"
BAL198105021,05/02/1981,1,white002,"Ernie Whitt",TOR,P,barnl901,"Larry Barnett",9,"Balls and strikes (Foul tip)"
CLE198105020,05/02/1981, ,bernt001,"Tony Bernazard",CHA,P,mccol901,"Larry McCoy",1,"Call at 1B (Threw helmet)"
SLN198105020,05/02/1981, ,herzw101,"Whitey Herzog",SLN,M,monte901,"Ed Montague",1,"Call at 2B"
MON198105040,05/04/1981, ,willd104,"Dick Williams",MON,M,pryop901,"Paul Pryor",9,"Balls and strikes"
BAL198105060,05/06/1981, ,goryj101,"Johnny Goryl",MIN,M,bremn901,"Nick Bremigan",3,"Balls and strikes"
CAL198105060,05/06/1981, ,michg101,"Gene Michael",NYA,M,kaisk901,"Ken Kaiser",9,"Interference call"
ATL198105080,05/08/1981, ,cox-b103,"Bobby Cox",ATL,M,monte901,"Ed Montague",9,"Balk call"
NYN198105080,05/08/1981, ,torrj101,"Joe Torre",NYN,M,colon901,"Nick Colosi",8,"Interference non-call"
NYN198105090,05/09/1981, ,cottc101,"Chuck Cottier",NYN,C,colon901,"Nick Colosi",3,"Balk non-call"
SLN198105100,05/10/1981, ,madlb001,"Bill Madlock",PIT,P,froeb901,"Bruce Froemming",2,"Bench jockeying"
ATL198105130,05/13/1981, ,tannc101,"Chuck Tanner",PIT,M,fiels901,"Steve Fields",12,"Catch/trap"
MIN198105130,05/13/1981, ,kuehk801,"Karl Kuehl",MIN,C,fordd901,"Dale Ford",5,"Call at 1B"
NYA198105140,05/14/1981, ,walll101,"Lee Walls",OAK,C,pales901,"Steve Palermo",8,"Call at HP"
DET198105170,05/17/1981, ,hebnr001,"Richie Hebner",DET,P,malog901,"George Maloney",6,"Call at 1B (Slammed helmet)"
BAL198105180,05/18/1981, ,murre001,"Eddie Murray",BAL,P,merrd901,"Durwood Merrill",3,"Balls and strikes"
BAL198105180,05/18/1981, ,weave801,"Earl Weaver",BAL,M,merrd901,"Durwood Merrill",3,"Balls and strikes"
SFN198105180,05/18/1981, ,robif103,"Frank Robinson",SFN,M,weyel901,"Lee Weyer",3,"Called third strike"
LAN198105190,05/19/1981, ,bowal001,"Larry Bowa",PHI,P,kiblj901,"John Kibler",7,"Interference non-call"
NYA198105190,05/19/1981, ,freyj801,"Jim Frey",KCA,M,fordd901,"Dale Ford",6,"Balls and strikes"
NYA198105190,05/19/1981, ,michg101,"Gene Michael",NYA,M,fordd901,"Dale Ford",8,"Catch/trap call"
TOR198105190,05/19/1981, ,schur101,"Ron Schueler",CHA,C,kaisk901,"Ken Kaiser",6,"Balls and strikes"
LAN198105200,05/20/1981, ,lasot101,"Tom Lasorda",LAN,M,kiblj901,"John Kibler",2,"Catch/trap call"
SFN198105200,05/20/1981, ,evand001,"Darrell Evans",SFN,P,monte901,"Ed Montague",1,"Fair/foul call"
NYA198105220,05/22/1981, ,gambo001,"Oscar Gamble",NYA,P,voltv901,"Vic Voltaggio",3,"Called third strike"
OAK198105230,05/23/1981, ,mattb101,"Bobby Mattick",TOR,M,phild901,"Dave Phillips",3,"Called third strike"
CIN198105242,05/24/1981,2,bereb001,"Bruce Berenyi",CIN,P,marsr901,"Randy Marsh",4,"Balls and strikes"
MIL198105250,05/25/1981, ,andes101,"Sparky Anderson",DET,M,kaisk901,"Ken Kaiser",6,"Fair/foul call"
CHN198105270,05/27/1981, ,madlb001,"Bill Madlock",PIT,P,harrl901,"Lanny Harris",7,"Call at 1B"
CHN198105270,05/27/1981, ,tannc101,"Chuck Tanner",PIT,M,harrl901,"Lanny Harris",7,"Arguing player's ejection"
OAK198105270,05/27/1981, ,bernt001,"Tony Bernazard",CHA,P,clara901,"Al Clark",8,"Called third strike (Slammed bat)"
NYN198105290,05/29/1981, ,amalj101,"Joey Amalfitano",CHN,M,pryop901,"Paul Pryor",6,"Balls and strikes"
TOR198105290,05/29/1981, ,martb105,"Billy Martin",OAK,M,coont901,"Terry Cooney",4,"Request to check baseball (Bumped umpire)"
BAL198105300,05/30/1981, ,broot001,"Tom Brookens",DET,P,mckej901,"Jim McKean",9,"Called third strike"
BOS198105300,05/30/1981, ,rodgb102,"Buck Rodgers",MIL,M,bremn901,"Nick Bremigan",10,"Call at 1B"
MIN198105300,05/30/1981, ,wathj001,"John Wathan",KCA,P,goetr901,"Russ Goetz",6,"Balls and strikes"
CLE198105310,05/31/1981, ,mumpj001,"Jerry Mumphrey",NYA,P,phild901,"Dave Phillips",3,"Check swing (Threw bat)"
DET198106020,06/02/1981, ,oglib001,"Ben Oglivie",MIL,P,sprim901,"Marty Springstead",3,"Charging mound"
LAN198106020,06/02/1981, ,cox-b103,"Bobby Cox",ATL,M,colon901,"Nick Colosi",6,"Balls and strikes"
NYA198106020,06/02/1981, ,bumba001,"Al Bumbry",BAL,P,barnl901,"Larry Barnett",9,"Threw helmet"
NYA198106030,06/03/1981, ,roeng001,"Gary Roenicke",BAL,P,bremn901,"Nick Bremigan",11,"Call at 2B"
ATL198106070,06/07/1981, ,cox-b103,"Bobby Cox",ATL,M,quicj901,"Jim Quick",7,"Call at 1B"
ATL198106070,06/07/1981, ,linar001,"Rufino Linares",ATL,P,quicj901,"Jim Quick",7,"Call at 1B"
OAK198106092,06/09/1981,2,ripkc801,"Cal Ripken",BAL,C,fordd901,"Dale Ford",9,"Balls and strikes"
TEX198106090,06/09/1981, ,andes101,"Sparky Anderson",DET,M,koscg901,"Greg Kosc",1,"Check swing"
OAK198106100,06/10/1981, ,palmj001,"Jim Palmer",BAL,P,sprim901,"Marty Springstead",2,"Call at 1B (not in game)"
BOS198108130,08/13/1981, ,lemoc001,"Chet Lemon",CHA,P,shulj901,"John Shulock",8,"Called third strike (Threw bat)"
MIN198108142,08/14/1981,2,gardb101,"Billy Gardner",MIN,M,dimul901,"Lou DiMuro",6,"Called third strike"
MIN198108142,08/14/1981,2,jackr002,"Ron Jackson",MIN,P,dimul901,"Lou DiMuro",6,"Called third strike"
DET198108160,08/16/1981, ,andes101,"Sparky Anderson",DET,M,hallb901,"Bill Haller",7,"Balls and strikes"
DET198108160,08/16/1981, ,peter001,"Rick Peters",DET,P,kaisk901,"Ken Kaiser",7,"Balls and strikes (Cussed umpire)"
TEX198108160,08/16/1981, ,houkr101,"Ralph Houk",BOS,M,garcr901,"Rich Garcia",8,"Call at 1B (reversed)"
NYA198108170,08/17/1981, ,jackr001,"Reggie Jackson",NYA,P,kunkb101,"Bill Kunkel",2,"Called third strike"
TEX198108182,08/18/1981,2,gantj001,"Jim Gantner",MIL,P,sprim901,"Marty Springstead",8,"Check swing"
CHN198108220,08/22/1981, ,may-m001,"Milt May",SFN,P,monte901,"Ed Montague",9,"Called third strike"
MIL198108220,08/22/1981, ,boslt001,"Thad Bosley",MIL,P,coont901,"Terry Cooney",7,"Call at 1B"
